"WellID","MfgPlate","Well","AssayRow","AssayCol","WellOrder","Day","Shift","Run","RunOrder","A450","A650"
94,2,"H10",8,10,94,7,"Day",7,12,0.735,0.043
95,2,"H11",8,11,95,7,"Day",7,12,0.699,0.041
96,2,"H12",8,12,96,7,"Day",7,12,0.751,0.043
97,3,"A1",1,1,1,6,"Day",2,10,0.704,0.041
98,3,"A2",1,2,2,6,"Day",2,10,0.703,0.042
99,3,"A3",1,3,3,6,"Day",2,10,0.685,0.041
100,3,"A4",1,4,4,6,"Day",2,10,0.746,0.042
101,3,"A5",1,5,5,6,"Day",2,10,0.723,0.042
102,3,"A6",1,6,6,6,"Day",2,10,0.677,0.041
103,3,"A7",1,7,7,6,"Day",2,10,0.753,0.042
104,3,"A8",1,8,8,6,"Day",2,10,0.788,0.043
105,3,"A9",1,9,9,6,"Day",2,10,0.757,0.044
106,3,"A10",1,10,10,6,"Day",2,10,0.745,0.043
107,3,"A11",1,11,11,6,"Day",2,10,0.781,0.045
108,3,"A12",1,12,12,6,"Day",2,10,0.781,0.043
109,3,"B1",2,1,13,6,"Day",2,10,0.749,0.04
110,3,"B2",2,2,14,6,"Day",2,10,0.707,0.039
111,3,"B3",2,3,15,6,"Day",2,10,0.747,0.038
112,3,"B4",2,4,16,6,"Day",2,10,0.723,0.041
113,3,"B5",2,5,17,6,"Day",2,10,0.787,0.04
114,3,"B6",2,6,18,6,"Day",2,10,0.691,0.041
115,3,"B7",2,7,19,6,"Day",2,10,0.801,0.04
116,3,"B8",2,8,20,6,"Day",2,10,0.79,0.041
117,3,"B9",2,9,21,6,"Day",2,10,0.726,0.041
118,3,"B10",2,10,22,6,"Day",2,10,0.794,0.041
119,3,"B11",2,11,23,6,"Day",2,10,0.809,0.041
120,3,"B12",2,12,24,6,"Day",2,10,0.835,0.041
121,3,"C1",3,1,25,6,"Day",2,10,0.735,0.042
122,3,"C2",3,2,26,6,"Day",2,10,0.729,0.041
123,3,"C3",3,3,27,6,"Day",2,10,0.765,0.042
124,3,"C4",3,4,28,6,"Day",2,10,0.759,0.042
125,3,"C5",3,5,29,6,"Day",2,10,0.764,0.044
126,3,"C6",3,6,30,6,"Day",2,10,0.786,0.043
127,3,"C7",3,7,31,6,"Day",2,10,0.755,0.044
128,3,"C8",3,8,32,6,"Day",2,10,0.698,0.042
129,3,"C9",3,9,33,6,"Day",2,10,0.804,0.044
130,3,"C10",3,10,34,6,"Day",2,10,0.867,0.045
131,3,"C11",3,11,35,6,"Day",2,10,0.811,0.044
132,3,"C12",3,12,36,6,"Day",2,10,0.78,0.044
133,3,"D1",4,1,37,6,"Day",2,10,0.712,0.043
134,3,"D2",4,2,38,6,"Day",2,10,0.693,0.042
135,3,"D3",4,3,39,6,"Day",2,10,0.701,0.047
136,3,"D4",4,4,40,6,"Day",2,10,0.716,0.042
137,3,"D5",4,5,41,6,"Day",2,10,0.701,0.04
138,3,"D6",4,6,42,6,"Day",2,10,0.689,0.043
139,3,"D7",4,7,43,6,"Day",2,10,0.7,0.043
140,3,"D8",4,8,44,6,"Day",2,10,0.657,0.041
141,3,"D9",4,9,45,6,"Day",2,10,0.682,0.04
142,3,"D10",4,10,46,6,"Day",2,10,0.689,0.043
143,3,"D11",4,11,47,6,"Day",2,10,0.768,0.042
144,3,"D12",4,12,48,6,"Day",2,10,0.788,0.042
145,3,"E1",5,1,49,6,"Day",2,10,0.667,0.042
146,3,"E2",5,2,50,6,"Day",2,10,0.627,0.043
147,3,"E3",5,3,51,6,"Day",2,10,0.702,0.042
148,3,"E4",5,4,52,6,"Day",2,10,0.641,0.043
149,3,"E5",5,5,53,6,"Day",2,10,0.692,0.042
150,3,"E6",5,6,54,6,"Day",2,10,0.659,0.041
151,3,"E7",5,7,55,6,"Day",2,10,0.715,0.044
152,3,"E8",5,8,56,6,"Day",2,10,0.641,0.044
153,3,"E9",5,9,57,6,"Day",2,10,0.697,0.043
154,3,"E10",5,10,58,6,"Day",2,10,0.689,0.043
155,3,"E11",5,11,59,6,"Day",2,10,0.742,0.043
156,3,"E12",5,12,60,6,"Day",2,10,0.772,0.045
157,3,"F1",6,1,61,6,"Day",2,10,0.699,0.039
158,3,"F2",6,2,62,6,"Day",2,10,0.628,0.038
159,3,"F3",6,3,63,6,"Day",2,10,0.613,0.037
160,3,"F4",6,4,64,6,"Day",2,10,0.61,0.04
161,3,"F5",6,5,65,6,"Day",2,10,0.606,0.04
162,3,"F6",6,6,66,6,"Day",2,10,0.756,0.04
163,3,"F7",6,7,67,6,"Day",2,10,0.707,0.047
164,3,"F8",6,8,68,6,"Day",2,10,0.747,0.041
165,3,"F9",6,9,69,6,"Day",2,10,0.684,0.041
166,3,"F10",6,10,70,6,"Day",2,10,0.795,0.044
167,3,"F11",6,11,71,6,"Day",2,10,0.731,0.043
168,3,"F12",6,12,72,6,"Day",2,10,0.849,0.045
169,3,"G1",7,1,73,6,"Day",2,10,0.707,0.043
170,3,"G2",7,2,74,6,"Day",2,10,0.624,0.038
171,3,"G3",7,3,75,6,"Day",2,10,0.549,0.035
172,3,"G4",7,4,76,6,"Day",2,10,0.612,0.042
173,3,"G5",7,5,77,6,"Day",2,10,0.6,0.036
174,3,"G6",7,6,78,6,"Day",2,10,0.673,0.04
175,3,"G7",7,7,79,6,"Day",2,10,0.695,0.036
176,3,"G8",7,8,80,6,"Day",2,10,0.652,0.038
177,3,"G9",7,9,81,6,"Day",2,10,0.698,0.04
178,3,"G10",7,10,82,6,"Day",2,10,0.755,0.039
179,3,"G11",7,11,83,6,"Day",2,10,0.671,0.036
180,3,"G12",7,12,84,6,"Day",2,10,0.793,0.04
181,3,"H1",8,1,85,6,"Day",2,10,0.592,0.039
182,3,"H2",8,2,86,6,"Day",2,10,0.548,0.04
183,3,"H3",8,3,87,6,"Day",2,10,0.475,0.037
184,3,"H4",8,4,88,6,"Day",2,10,0.294,0.039
185,3,"H5",8,5,89,6,"Day",2,10,0.452,0.038
186,3,"H6",8,6,90,6,"Day",2,10,0.414,0.036
187,3,"H7",8,7,91,6,"Day",2,10,0.637,0.041
188,3,"H8",8,8,92,6,"Day",2,10,0.561,0.039
189,3,"H9",8,9,93,6,"Day",2,10,0.575,0.04
190,3,"H10",8,10,94,6,"Day",2,10,0.646,0.04
191,3,"H11",8,11,95,6,"Day",2,10,0.769,0.042
192,3,"H12",8,12,96,6,"Day",2,10,0.704,0.041
193,4,"A1",1,1,1,5,"Day",5,8,0.629,0.038
194,4,"A2",1,2,2,5,"Day",5,8,0.595,0.04
195,4,"A3",1,3,3,5,"Day",5,8,0.602,0.039
196,4,"A4",1,4,4,5,"Day",5,8,0.69,0.041
197,4,"A5",1,5,5,5,"Day",5,8,0.667,0.041
198,4,"A6",1,6,6,5,"Day",5,8,0.687,0.041
199,4,"A7",1,7,7,5,"Day",5,8,0.679,0.041
200,4,"A8",1,8,8,5,"Day",5,8,0.718,0.042
201,4,"A9",1,9,9,5,"Day",5,8,0.653,0.042
202,4,"A10",1,10,10,5,"Day",5,8,0.694,0.041
203,4,"A11",1,11,11,5,"Day",5,8,0.653,0.041
204,4,"A12",1,12,12,5,"Day",5,8,0.551,0.04
205,4,"B1",2,1,13,5,"Day",5,8,0.652,0.039
206,4,"B2",2,2,14,5,"Day",5,8,0.716,0.039
207,4,"B3",2,3,15,5,"Day",5,8,0.659,0.038
208,4,"B4",2,4,16,5,"Day",5,8,0.748,0.039
209,4,"B5",2,5,17,5,"Day",5,8,0.707,0.039
210,4,"B6",2,6,18,5,"Day",5,8,0.73,0.04
211,4,"B7",2,7,19,5,"Day",5,8,0.713,0.039
212,4,"B8",2,8,20,5,"Day",5,8,0.732,0.04
213,4,"B9",2,9,21,5,"Day",5,8,0.675,0.04
214,4,"B10",2,10,22,5,"Day",5,8,0.74,0.041
215,4,"B11",2,11,23,5,"Day",5,8,0.686,0.038
216,4,"B12",2,12,24,5,"Day",5,8,0.764,0.04
217,4,"C1",3,1,25,5,"Day",5,8,0.608,0.039
218,4,"C2",3,2,26,5,"Day",5,8,0.632,0.038
219,4,"C3",3,3,27,5,"Day",5,8,0.663,0.04
220,4,"C4",3,4,28,5,"Day",5,8,0.67,0.039
221,4,"C5",3,5,29,5,"Day",5,8,0.714,0.041
222,4,"C6",3,6,30,5,"Day",5,8,0.709,0.04
223,4,"C7",3,7,31,5,"Day",5,8,0.634,0.041
224,4,"C8",3,8,32,5,"Day",5,8,0.678,0.04
225,4,"C9",3,9,33,5,"Day",5,8,0.678,0.042
226,4,"C10",3,10,34,5,"Day",5,8,0.663,0.041
227,4,"C11",3,11,35,5,"Day",5,8,0.669,0.042
228,4,"C12",3,12,36,5,"Day",5,8,0.679,0.042
229,4,"D1",4,1,37,5,"Day",5,8,0.575,0.039
230,4,"D2",4,2,38,5,"Day",5,8,0.612,0.04
231,4,"D3",4,3,39,5,"Day",5,8,0.628,0.039
232,4,"D4",4,4,40,5,"Day",5,8,0.607,0.039
233,4,"D5",4,5,41,5,"Day",5,8,0.664,0.04
234,4,"D6",4,6,42,5,"Day",5,8,0.614,0.039
235,4,"D7",4,7,43,5,"Day",5,8,0.62,0.04
236,4,"D8",4,8,44,5,"Day",5,8,0.652,0.04
237,4,"D9",4,9,45,5,"Day",5,8,0.657,0.041
238,4,"D10",4,10,46,5,"Day",5,8,0.596,0.04
239,4,"D11",4,11,47,5,"Day",5,8,0.65,0.04
240,4,"D12",4,12,48,5,"Day",5,8,0.669,0.043
241,4,"E1",5,1,49,5,"Day",5,8,0.596,0.039
242,4,"E2",5,2,50,5,"Day",5,8,0.611,0.04
243,4,"E3",5,3,51,5,"Day",5,8,0.608,0.04
244,4,"E4",5,4,52,5,"Day",5,8,0.622,0.041
245,4,"E5",5,5,53,5,"Day",5,8,0.608,0.039
246,4,"E6",5,6,54,5,"Day",5,8,0.626,0.04
247,4,"E7",5,7,55,5,"Day",5,8,0.62,0.04
248,4,"E8",5,8,56,5,"Day",5,8,0.672,0.042
249,4,"E9",5,9,57,5,"Day",5,8,0.618,0.042
250,4,"E10",5,10,58,5,"Day",5,8,0.661,0.042
251,4,"E11",5,11,59,5,"Day",5,8,0.599,0.041
252,4,"E12",5,12,60,5,"Day",5,8,0.676,0.043
253,4,"F1",6,1,61,5,"Day",5,8,0.603,0.037
254,4,"F2",6,2,62,5,"Day",5,8,0.596,0.037
255,4,"F3",6,3,63,5,"Day",5,8,0.59,0.037
256,4,"F4",6,4,64,5,"Day",5,8,0.592,0.037
257,4,"F5",6,5,65,5,"Day",5,8,0.632,0.037
258,4,"F6",6,6,66,5,"Day",5,8,0.651,0.039
259,4,"F7",6,7,67,5,"Day",5,8,0.628,0.039
260,4,"F8",6,8,68,5,"Day",5,8,0.624,0.038
261,4,"F9",6,9,69,5,"Day",5,8,0.668,0.04
262,4,"F10",6,10,70,5,"Day",5,8,0.651,0.039
263,4,"F11",6,11,71,5,"Day",5,8,0.67,0.04
264,4,"F12",6,12,72,5,"Day",5,8,0.633,0.04
265,4,"G1",7,1,73,5,"Day",5,8,0.608,0.038
266,4,"G2",7,2,74,5,"Day",5,8,0.577,0.036
267,4,"G3",7,3,75,5,"Day",5,8,0.568,0.036
268,4,"G4",7,4,76,5,"Day",5,8,0.594,0.038
269,4,"G5",7,5,77,5,"Day",5,8,0.56,0.036
270,4,"G6",7,6,78,5,"Day",5,8,0.574,0.037
271,4,"G7",7,7,79,5,"Day",5,8,0.584,0.038
272,4,"G8",7,8,80,5,"Day",5,8,0.595,0.037
273,4,"G9",7,9,81,5,"Day",5,8,0.605,0.038
274,4,"G10",7,10,82,5,"Day",5,8,0.622,0.038
275,4,"G11",7,11,83,5,"Day",5,8,0.637,0.037
276,4,"G12",7,12,84,5,"Day",5,8,0.65,0.038
277,4,"H1",8,1,85,5,"Day",5,8,0.504,0.038
278,4,"H2",8,2,86,5,"Day",5,8,0.52,0.038
279,4,"H3",8,3,87,5,"Day",5,8,0.547,0.04
280,4,"H4",8,4,88,5,"Day",5,8,0.545,0.038
281,4,"H5",8,5,89,5,"Day",5,8,0.42,0.034
282,4,"H6",8,6,90,5,"Day",5,8,0.327,0.035
283,4,"H7",8,7,91,5,"Day",5,8,0.435,0.035
284,4,"H8",8,8,92,5,"Day",5,8,0.472,0.037
285,4,"H9",8,9,93,5,"Day",5,8,0.457,0.038
286,4,"H10",8,10,94,5,"Day",5,8,0.5,0.039
287,4,"H11",8,11,95,5,"Day",5,8,0.521,0.036
288,4,"H12",8,12,96,5,"Day",5,8,0.551,0.039
289,5,"A1",1,1,1,4,"Evening",10,7,0.539,0.038
290,5,"A2",1,2,2,4,"Evening",10,7,0.62,0.04
291,5,"A3",1,3,3,4,"Evening",10,7,0.585,0.038
292,5,"A4",1,4,4,4,"Evening",10,7,0.59,0.04
293,5,"A5",1,5,5,4,"Evening",10,7,0.593,0.04
294,5,"A6",1,6,6,4,"Evening",10,7,0.597,0.039
295,5,"A7",1,7,7,4,"Evening",10,7,0.632,0.042
296,5,"A8",1,8,8,4,"Evening",10,7,0.653,0.04
297,5,"A9",1,9,9,4,"Evening",10,7,0.624,0.042
298,5,"A10",1,10,10,4,"Evening",10,7,0.632,0.04
299,5,"A11",1,11,11,4,"Evening",10,7,0.605,0.044
300,5,"A12",1,12,12,4,"Evening",10,7,0.337,0.037
301,5,"B1",2,1,13,4,"Evening",10,7,0.588,0.036
302,5,"B2",2,2,14,4,"Evening",10,7,0.583,0.038
303,5,"B3",2,3,15,4,"Evening",10,7,0.579,0.036
304,5,"B4",2,4,16,4,"Evening",10,7,0.626,0.039
305,5,"B5",2,5,17,4,"Evening",10,7,0.625,0.038
306,5,"B6",2,6,18,4,"Evening",10,7,0.633,0.039
307,5,"B7",2,7,19,4,"Evening",10,7,0.645,0.037
308,5,"B8",2,8,20,4,"Evening",10,7,0.648,0.039
309,5,"B9",2,9,21,4,"Evening",10,7,0.608,0.038
310,5,"B10",2,10,22,4,"Evening",10,7,0.651,0.04
311,5,"B11",2,11,23,4,"Evening",10,7,0.629,0.038
312,5,"B12",2,12,24,4,"Evening",10,7,0.655,0.04
313,5,"C1",3,1,25,4,"Evening",10,7,0.62,0.04
314,5,"C2",3,2,26,4,"Evening",10,7,0.581,0.039
315,5,"C3",3,3,27,4,"Evening",10,7,0.627,0.04
316,5,"C4",3,4,28,4,"Evening",10,7,0.669,0.04
317,5,"C5",3,5,29,4,"Evening",10,7,0.671,0.04
318,5,"C6",3,6,30,4,"Evening",10,7,0.674,0.041
319,5,"C7",3,7,31,4,"Evening",10,7,0.637,0.041
320,5,"C8",3,8,32,4,"Evening",10,7,0.527,0.039
321,5,"C9",3,9,33,4,"Evening",10,7,0.673,0.042
322,5,"C10",3,10,34,4,"Evening",10,7,0.599,0.041
323,5,"C11",3,11,35,4,"Evening",10,7,0.655,0.042
324,5,"C12",3,12,36,4,"Evening",10,7,0.625,0.042
325,5,"D1",4,1,37,4,"Evening",10,7,0.51,0.037
326,5,"D2",4,2,38,4,"Evening",10,7,0.529,0.038
327,5,"D3",4,3,39,4,"Evening",10,7,0.548,0.038
328,5,"D4",4,4,40,4,"Evening",10,7,0.518,0.036
329,5,"D5",4,5,41,4,"Evening",10,7,0.548,0.039
330,5,"D6",4,6,42,4,"Evening",10,7,0.491,0.038
331,5,"D7",4,7,43,4,"Evening",10,7,0.527,0.036
332,5,"D8",4,8,44,4,"Evening",10,7,0.5,0.038
333,5,"D9",4,9,45,4,"Evening",10,7,0.526,0.038
334,5,"D10",4,10,46,4,"Evening",10,7,0.499,0.039
335,5,"D11",4,11,47,4,"Evening",10,7,0.581,0.04
336,5,"D12",4,12,48,4,"Evening",10,7,0.579,0.039
337,5,"E1",5,1,49,4,"Evening",10,7,0.559,0.038
338,5,"E2",5,2,50,4,"Evening",10,7,0.5,0.039
339,5,"E3",5,3,51,4,"Evening",10,7,0.536,0.041
340,5,"E4",5,4,52,4,"Evening",10,7,0.503,0.04
341,5,"E5",5,5,53,4,"Evening",10,7,0.515,0.036
342,5,"E6",5,6,54,4,"Evening",10,7,0.518,0.037
343,5,"E7",5,7,55,4,"Evening",10,7,0.539,0.04
344,5,"E8",5,8,56,4,"Evening",10,7,0.497,0.04
345,5,"E9",5,9,57,4,"Evening",10,7,0.501,0.039
346,5,"E10",5,10,58,4,"Evening",10,7,0.519,0.04
347,5,"E11",5,11,59,4,"Evening",10,7,0.53,0.041
348,5,"E12",5,12,60,4,"Evening",10,7,0.607,0.042
349,5,"F1",6,1,61,4,"Evening",10,7,0.51,0.036
350,5,"F2",6,2,62,4,"Evening",10,7,0.457,0.034
351,5,"F3",6,3,63,4,"Evening",10,7,0.513,0.036
352,5,"F4",6,4,64,4,"Evening",10,7,0.527,0.035
353,5,"F5",6,5,65,4,"Evening",10,7,0.543,0.038
354,5,"F6",6,6,66,4,"Evening",10,7,0.654,0.04
355,5,"F7",6,7,67,4,"Evening",10,7,0.533,0.039
356,5,"F8",6,8,68,4,"Evening",10,7,0.551,0.038
357,5,"F9",6,9,69,4,"Evening",10,7,0.5,0.036
358,5,"F10",6,10,70,4,"Evening",10,7,0.597,0.039
359,5,"F11",6,11,71,4,"Evening",10,7,0.606,0.04
360,5,"F12",6,12,72,4,"Evening",10,7,0.666,0.04
361,5,"G1",7,1,73,4,"Evening",10,7,0.496,0.035
362,5,"G2",7,2,74,4,"Evening",10,7,0.502,0.035
363,5,"G3",7,3,75,4,"Evening",10,7,0.463,0.034
364,5,"G4",7,4,76,4,"Evening",10,7,0.53,0.038
365,5,"G5",7,5,77,4,"Evening",10,7,0.492,0.035
366,5,"G6",7,6,78,4,"Evening",10,7,0.537,0.037
367,5,"G7",7,7,79,4,"Evening",10,7,0.519,0.037
368,5,"G8",7,8,80,4,"Evening",10,7,0.51,0.035
369,5,"G9",7,9,81,4,"Evening",10,7,0.484,0.033
370,5,"G10",7,10,82,4,"Evening",10,7,0.559,0.036
371,5,"G11",7,11,83,4,"Evening",10,7,0.57,0.037
372,5,"G12",7,12,84,4,"Evening",10,7,0.612,0.037
373,5,"H1",8,1,85,4,"Evening",10,7,0.419,0.036
374,5,"H2",8,2,86,4,"Evening",10,7,0.478,0.036
375,5,"H3",8,3,87,4,"Evening",10,7,0.471,0.035
376,5,"H4",8,4,88,4,"Evening",10,7,0.481,0.038
377,5,"H5",8,5,89,4,"Evening",10,7,0.52,0.036
378,5,"H6",8,6,90,4,"Evening",10,7,0.503,0.038
379,5,"H7",8,7,91,4,"Evening",10,7,0.445,0.037
380,5,"H8",8,8,92,4,"Evening",10,7,0.354,0.035
381,5,"H9",8,9,93,4,"Evening",10,7,0.337,0.035
382,5,"H10",8,10,94,4,"Evening",10,7,0.48,0.038
383,5,"H11",8,11,95,4,"Evening",10,7,0.474,0.037
384,5,"H12",8,12,96,4,"Evening",10,7,0.478,0.035
385,6,"A1",1,1,1,16,"Day",3,30,0.685,0.042
386,6,"A2",1,2,2,16,"Day",3,30,0.602,0.042
387,6,"A3",1,3,3,16,"Day",3,30,0.666,0.041
388,6,"A4",1,4,4,16,"Day",3,30,0.673,0.042
389,6,"A5",1,5,5,16,"Day",3,30,0.654,0.041
390,6,"A6",1,6,6,16,"Day",3,30,0.696,0.042
391,6,"A7",1,7,7,16,"Day",3,30,0.733,0.043
392,6,"A8",1,8,8,16,"Day",3,30,0.687,0.042
393,6,"A9",1,9,9,16,"Day",3,30,0.716,0.044
394,6,"A10",1,10,10,16,"Day",3,30,0.632,0.042
395,6,"A11",1,11,11,16,"Day",3,30,0.53,0.041
396,6,"A12",1,12,12,16,"Day",3,30,0.299,0.037
397,6,"B1",2,1,13,16,"Day",3,30,0.618,0.039
398,6,"B2",2,2,14,16,"Day",3,30,0.694,0.039
399,6,"B3",2,3,15,16,"Day",3,30,0.661,0.038
400,6,"B4",2,4,16,16,"Day",3,30,0.737,0.04
401,6,"B5",2,5,17,16,"Day",3,30,0.643,0.039
402,6,"B6",2,6,18,16,"Day",3,30,0.721,0.039
403,6,"B7",2,7,19,16,"Day",3,30,0.61,0.038
404,6,"B8",2,8,20,16,"Day",3,30,0.737,0.041
405,6,"B9",2,9,21,16,"Day",3,30,0.599,0.038
406,6,"B10",2,10,22,16,"Day",3,30,0.679,0.038
407,6,"B11",2,11,23,16,"Day",3,30,0.63,0.039
408,6,"B12",2,12,24,16,"Day",3,30,0.644,0.039
409,6,"C1",3,1,25,16,"Day",3,30,0.635,0.041
410,6,"C2",3,2,26,16,"Day",3,30,0.571,0.04
411,6,"C3",3,3,27,16,"Day",3,30,0.694,0.042
412,6,"C4",3,4,28,16,"Day",3,30,0.627,0.04
413,6,"C5",3,5,29,16,"Day",3,30,0.716,0.042
414,6,"C6",3,6,30,16,"Day",3,30,0.585,0.04
415,6,"C7",3,7,31,16,"Day",3,30,0.665,0.041
416,6,"C8",3,8,32,16,"Day",3,30,0.527,0.039
417,6,"C9",3,9,33,16,"Day",3,30,0.625,0.042
418,6,"C10",3,10,34,16,"Day",3,30,0.562,0.04
419,6,"C11",3,11,35,16,"Day",3,30,0.636,0.042
420,6,"C12",3,12,36,16,"Day",3,30,0.639,0.041
421,6,"D1",4,1,37,16,"Day",3,30,0.603,0.04
422,6,"D2",4,2,38,16,"Day",3,30,0.574,0.041
423,6,"D3",4,3,39,16,"Day",3,30,0.632,0.04
424,6,"D4",4,4,40,16,"Day",3,30,0.545,0.04
425,6,"D5",4,5,41,16,"Day",3,30,0.644,0.041
426,6,"D6",4,6,42,16,"Day",3,30,0.507,0.039
427,6,"D7",4,7,43,16,"Day",3,30,0.581,0.04
428,6,"D8",4,8,44,16,"Day",3,30,0.558,0.04
429,6,"D9",4,9,45,16,"Day",3,30,0.566,0.039
430,6,"D10",4,10,46,16,"Day",3,30,0.515,0.04
431,6,"D11",4,11,47,16,"Day",3,30,0.551,0.041
